"ResponseId","sam_R1","sam_R2","sam_R3","sam_R4","sam_M1","sam_scenario","sam_condition","sam_diagnostic12","sam_R_tot","robin_R1","robin_R2","robin_R3","robin_R4","robin_M1","robin_scenario","robin_condition","robin_diagnostic12","robin_R_tot","francis_R1","francis_R2","francis_R3","francis_R4","francis_M1","francis_scenario","francis_condition","francis_diagnostic12","francis_R_tot","alex_R1","alex_R2","alex_R3","alex_R4","alex_M1","alex_scenario","alex_condition","alex_diagnostic12","alex_R_tot","age","gender","Sample","attn_chk_1Q","attn_chk_2_Q"
"R_O7PcKBo6UeSvQRP",5,4,7,7,50,"sam","diagnostic","NA",5.75,5,3,7,7,45,"robin","non-diagnostic","ND1",5.5,6,5,7,6,60,"francis","diagnostic","NA",6,5,3,6,6,40,"alex","non-diagnostic","ND2",5,44,1,"MTurk",7,2
"R_T60FgmleRupZjBn",7,6,6,6,96,"sam","diagnostic","NA",6.25,6,6,6,5,90,"robin","non-diagnostic","ND1",5.75,6,2,3,5,88,"francis","non-diagnostic","ND2",4,5,3,2,4,97,"alex","diagnostic","NA",3.5,30,1,"MTurk",1,2
"R_r3mFZVXVi72KO3L",6,6,1,6,88,"sam","diagnostic","NA",4.75,7,7,1,7,91,"robin","non-diagnostic","ND1",5.5,6,6,2,6,90,"francis","non-diagnostic","ND2",5,7,7,1,7,95,"alex","diagnostic","NA",5.5,40,2,"MTurk",7,2
"R_uelYTdyhrNhjz5D",7,7,7,7,100,"sam","diagnostic","NA",7,7,7,7,7,100,"robin","non-diagnostic","ND1",7,7,7,7,7,100,"francis","non-diagnostic","ND2",7,7,7,7,7,100,"alex","diagnostic","NA",7,31,1,"MTurk",7,2
"R_1rugU3arsS4vVPT",5,6,7,6,85,"sam","diagnostic","NA",6,6,5,6,7,86,"robin","non-diagnostic","ND1",6,6,5,6,7,91,"francis","diagnostic","NA",6,5,6,5,6,90,"alex","non-diagnostic","ND2",5.5,33,2,"MTurk",7,3
"R_2YDq8kuV0Cm81Uy",6,6,5,4,42,"sam","diagnostic","NA",5.25,5,5,5,5,54,"robin","non-diagnostic","ND1",5,4,6,4,4,70,"francis","diagnostic","NA",4.5,5,6,5,5,38,"alex","non-diagnostic","ND2",5.25,44,1,"MTurk",7,2
"R_YWGNypgB1Tk6KEF",7,5,6,6,79,"sam","diagnostic","NA",6,6,6,5,6,73,"robin","non-diagnostic","ND1",5.75,6,7,6,6,77,"francis","non-diagnostic","ND2",6.25,6,6,5,6,87,"alex","diagnostic","NA",5.75,49,2,"MTurk",7,2
"R_8Ikz440B5nPKLcZ",5,4,5,5,79,"sam","diagnostic","NA",4.75,5,4,5,5,92,"robin","non-diagnostic","ND1",4.75,5,4,5,5,100,"francis","non-diagnostic","ND2",4.75,4,5,4,5,85,"alex","diagnostic","NA",4.5,37,1,"MTurk",7,2
"R_38j85DE2y1tPZ85",7,7,7,7,91,"sam","diagnostic","NA",7,7,7,7,7,92,"robin","non-diagnostic","ND1",7,7,7,7,7,91,"francis","diagnostic","NA",7,7,7,7,7,92,"alex","non-diagnostic","ND2",7,29,1,"MTurk",7,5
"R_DvpmT2YfeFmWxiN",6,7,5,6,83,"sam","diagnostic","NA",6,6,4,7,5,75,"robin","non-diagnostic","ND1",5.5,6,5,7,5,93,"francis","diagnostic","NA",5.75,4,2,3,5,57,"alex","non-diagnostic","ND2",3.5,35,1,"MTurk",7,2
"R_3G2PjHq4qk0W3Id",7,7,7,7,97,"sam","diagnostic","NA",7,7,7,7,7,98,"robin","non-diagnostic","ND1",7,7,6,7,7,99,"francis","non-diagnostic","ND2",6.75,7,7,4,7,86,"alex","diagnostic","NA",6.25,29,1,"MTurk",2,2
"R_sp84uJcwZrEgndv",7,7,7,7,100,"sam","diagnostic","NA",7,7,7,7,7,100,"robin","non-diagnostic","ND1",7,7,7,7,7,100,"francis","non-diagnostic","ND2",7,7,7,7,7,100,"alex","diagnostic","NA",7,39,1,"MTurk",7,2
"R_2anR5STIrq5vtBH",7,6,4,6,84,"sam","diagnostic","NA",5.75,6,7,6,7,94,"robin","diagnostic","NA",6.5,6,6,6,4,70,"francis","non-diagnostic","ND2",5.5,6,6,7,7,87,"alex","non-diagnostic","ND1",6.5,31,1,"MTurk",7,2
"R_2QRtyJuQGD7n6AQ",7,6,6,6,93,"sam","diagnostic","NA",6.25,7,7,7,7,95,"robin","non-diagnostic","ND1",7,7,7,6,7,98,"francis","diagnostic","NA",6.75,7,6,5,6,96,"alex","non-diagnostic","ND2",6,35,1,"MTurk",7,2
"R_21AIGrbsYjv41tA",6,5,5,6,85,"sam","diagnostic","NA",5.5,5,6,6,5,82,"robin","diagnostic","NA",5.5,6,7,7,5,88,"francis","non-diagnostic","ND2",6.25,5,5,6,7,79,"alex","non-diagnostic","ND1",5.75,30,2,"MTurk",7,5
"R_12FmRgxmCv7YZoe",7,5,6,7,97,"sam","diagnostic","NA",6.25,6,5,7,6,99,"robin","non-diagnostic","ND1",6,6,7,5,6,97,"francis","diagnostic","NA",6,6,5,7,5,100,"alex","non-diagnostic","ND2",5.75,28,2,"MTurk",7,2
"R_2uCdKYR5SKI6SRV",7,7,7,7,100,"sam","diagnostic","NA",7,7,7,7,7,98,"robin","diagnostic","NA",7,7,6,7,7,100,"francis","non-diagnostic","ND2",6.75,7,7,7,6,95,"alex","non-diagnostic","ND1",6.75,30,1,"MTurk",7,3
"R_ZKlHDEnP76q5hpT",7,7,7,7,74,"sam","diagnostic","NA",7,7,7,7,7,71,"robin","diagnostic","NA",7,7,7,7,7,76,"francis","non-diagnostic","ND2",7,7,7,7,7,83,"alex","non-diagnostic","ND1",7,27,2,"MTurk",NA,2
"R_2zUziAObMzI2nRV",6,4,5,6,51,"sam","diagnostic","NA",5.25,4,7,5,5,62,"robin","non-diagnostic","ND1",5.25,3,6,4,5,50,"francis","non-diagnostic","ND2",4.5,6,4,6,6,54,"alex","diagnostic","NA",5.5,25,2,"MTurk",7,2
"R_pfo6xsgwsnO3chb",7,7,7,7,100,"sam","diagnostic","NA",7,7,7,7,7,96,"robin","non-diagnostic","ND1",7,7,7,7,7,94,"francis","non-diagnostic","ND2",7,7,7,7,7,100,"alex","diagnostic","NA",7,27,1,"MTurk",7,5
"R_3KZvIYp83QhoRcF",4,5,5,6,60,"sam","diagnostic","NA",5,4,4,5,5,62,"robin","non-diagnostic","ND1",4.5,5,5,5,6,58,"francis","non-diagnostic","ND2",5.25,4,5,5,5,56,"alex","diagnostic","NA",4.75,29,1,"MTurk",7,5
"R_20OrtUMcd7LjCWG",5,6,6,6,68,"sam","diagnostic","NA",5.75,5,6,6,6,71,"robin","diagnostic","NA",5.75,5,6,6,6,61,"francis","non-diagnostic","ND2",5.75,5,6,6,6,70,"alex","non-diagnostic","ND1",5.75,36,1,"MTurk",7,NA
"R_1go1F8GYJUBDaRn",5,7,7,7,90,"sam","diagnostic","NA",6.5,6,7,7,7,98,"robin","non-diagnostic","ND1",6.75,6,2,2,7,98,"francis","diagnostic","NA",4.25,4,7,7,7,94,"alex","non-diagnostic","ND2",6.25,30,1,"MTurk",1,2
"R_3J3mUK54ANgjAzj",7,7,7,7,100,"sam","diagnostic","NA",7,5,5,6,6,76,"robin","non-diagnostic","ND1",5.5,5,6,6,5,77,"francis","non-diagnostic","ND2",5.5,7,7,7,7,99,"alex","diagnostic","NA",7,43,2,"MTurk",7,2
"R_2qwML3Zv1N2a7i1",7,7,4,6,90,"sam","diagnostic","NA",6,7,7,7,7,100,"robin","diagnostic","NA",7,7,7,7,4,90,"francis","non-diagnostic","ND2",6.25,7,7,7,7,95,"alex","non-diagnostic","ND1",7,34,2,"MTurk",NA,2
"R_1jct98ZyziccpOl",7,6,7,7,91,"sam","diagnostic","NA",6.75,7,7,7,7,76,"robin","non-diagnostic","ND1",7,7,6,6,7,80,"francis","non-diagnostic","ND2",6.5,7,7,7,7,81,"alex","diagnostic","NA",7,31,2,"MTurk",2,2
"R_3qDlCOXztlryVAh",7,7,7,7,93,"sam","diagnostic","NA",7,4,4,5,7,86,"robin","non-diagnostic","ND1",5,7,5,6,6,93,"francis","non-diagnostic","ND2",6,7,7,7,7,89,"alex","diagnostic","NA",7,25,2,"MTurk",7,5
"R_Z3vOTiRc8aIqCpH",3,4,4,5,74,"sam","diagnostic","NA",4,4,6,7,3,68,"robin","non-diagnostic","ND1",5,6,5,4,3,68,"francis","non-diagnostic","ND2",4.5,3,4,2,5,57,"alex","diagnostic","NA",3.5,24,1,"MTurk",7,2
"R_3COBCPHeUsUva17",7,6,7,6,94,"sam","diagnostic","NA",6.5,6,6,7,6,94,"robin","non-diagnostic","ND1",6.25,7,7,6,6,100,"francis","diagnostic","NA",6.5,7,6,6,7,84,"alex","non-diagnostic","ND2",6.5,49,2,"MTurk",7,5
"R_RLGtCxULjEsbqCZ",4,4,2,3,39,"sam","diagnostic","NA",3.25,4,6,3,3,71,"robin","non-diagnostic","ND1",4,4,4,6,3,40,"francis","diagnostic","NA",4.25,3,4,4,3,60,"alex","non-diagnostic","ND2",3.5,22,1,"MTurk",3,2
"R_2gBg3C31EmqMZI5",3,7,6,7,96,"sam","diagnostic","NA",5.75,2,6,7,7,100,"robin","non-diagnostic","ND1",5.5,1,7,7,6,97,"francis","non-diagnostic","ND2",5.25,5,7,7,7,100,"alex","diagnostic","NA",6.5,30,1,"MTurk",1,2
"R_2AYUyqrsM1lXmZw",6,7,5,7,81,"sam","diagnostic","NA",6.25,7,7,6,7,83,"robin","non-diagnostic","ND1",6.75,7,7,6,7,85,"francis","diagnostic","NA",6.75,6,5,7,6,82,"alex","non-diagnostic","ND2",6,30,2,"MTurk",1,5
"R_3P6wpMvrqgktdde",6,6,6,6,90,"sam","diagnostic","NA",6,6,6,6,6,90,"robin","non-diagnostic","ND1",6,6,6,6,5,90,"francis","diagnostic","NA",5.75,6,6,6,6,90,"alex","non-diagnostic","ND2",6,46,1,"MTurk",7,2
"R_3PiQbFiPujrOXNk",7,7,7,7,100,"sam","diagnostic","NA",7,7,7,7,7,99,"robin","non-diagnostic","ND1",7,7,7,7,7,100,"francis","non-diagnostic","ND2",7,7,7,7,7,99,"alex","diagnostic","NA",7,62,1,"MTurk",7,5
"R_RFyakcp6rS5zgFr",7,7,7,7,100,"sam","diagnostic","NA",7,7,7,7,7,100,"robin","diagnostic","NA",7,7,7,7,7,100,"francis","non-diagnostic","ND2",7,7,7,7,7,100,"alex","non-diagnostic","ND1",7,45,2,"MTurk",NA,2
"R_1FJtj9QgKnVIZvv",7,7,7,7,100,"sam","diagnostic","NA",7,7,7,7,7,100,"robin","non-diagnostic","ND1",7,7,7,7,7,100,"francis","diagnostic","NA",7,7,7,7,7,100,"alex","non-diagnostic","ND2",7,40,2,"MTurk",7,2
"R_1GwucqsZszrScxD",7,6,7,7,78,"sam","diagnostic","NA",6.75,6,7,6,6,75,"robin","non-diagnostic","ND1",6.25,7,6,7,6,75,"francis","diagnostic","NA",6.5,6,7,6,6,79,"alex","non-diagnostic","ND2",6.25,37,1,"MTurk",1,5
"R_1nZNmcnPNh2Lxm3",5,6,6,6,72,"sam","diagnostic","NA",5.75,5,5,6,6,71,"robin","non-diagnostic","ND1",5.5,3,4,4,4,43,"francis","non-diagnostic","ND2",3.75,6,6,6,7,90,"alex","diagnostic","NA",6.25,32,1,"MTurk",7,2
"R_22WeVo5OrbZvT8D",5,6,6,6,82,"sam","diagnostic","NA",5.75,6,5,6,7,83,"robin","non-diagnostic","ND1",6,5,6,5,6,92,"francis","non-diagnostic","ND2",5.5,5,6,5,7,84,"alex","diagnostic","NA",5.75,35,1,"MTurk",7,3
"R_33pg8zV3cydOsST",7,7,7,7,55,"sam","diagnostic","NA",7,7,7,7,7,55,"robin","diagnostic","NA",7,7,7,7,7,54,"francis","non-diagnostic","ND2",7,7,7,7,7,56,"alex","non-diagnostic","ND1",7,33,2,"MTurk",NA,2
"R_2R30WuLK8CqvZKP",6,5,5,6,76,"sam","diagnostic","NA",5.5,6,5,5,6,78,"robin","non-diagnostic","ND1",5.5,6,5,5,6,70,"francis","diagnostic","NA",5.5,6,6,5,6,74,"alex","non-diagnostic","ND2",5.75,30,1,"MTurk",7,5
"R_2cddODWYlDB6gVp",7,7,7,7,84,"sam","diagnostic","NA",7,7,7,7,7,82,"robin","non-diagnostic","ND1",7,7,7,7,7,91,"francis","diagnostic","NA",7,7,7,7,7,82,"alex","non-diagnostic","ND2",7,33,2,"MTurk",7,1
"R_vOe8pga3zUeNDq1",6,7,7,6,90,"sam","diagnostic","NA",6.5,7,7,7,7,100,"robin","non-diagnostic","ND1",7,7,7,7,7,100,"francis","diagnostic","NA",7,6,6,6,6,90,"alex","non-diagnostic","ND2",6,37,1,"MTurk",7,2
"R_2dWPu1u19Z5M7kl",6,6,6,6,71,"sam","diagnostic","NA",6,6,6,6,6,74,"robin","non-diagnostic","ND1",6,6,6,6,6,71,"francis","diagnostic","NA",6,6,6,6,6,90,"alex","non-diagnostic","ND2",6,31,1,"MTurk",7,2
"R_3J2zRzggCoRUzVA",6,7,6,7,81,"sam","diagnostic","NA",6.5,6,7,6,7,80,"robin","diagnostic","NA",6.5,7,6,7,6,80,"francis","non-diagnostic","ND2",6.5,7,6,7,6,70,"alex","non-diagnostic","ND1",6.5,34,2,"MTurk",7,3
"R_3MS8rXwIjZnCYsz",5,4,5,4,59,"sam","diagnostic","NA",4.5,5,4,5,4,58,"robin","non-diagnostic","ND1",4.5,4,5,4,5,63,"francis","non-diagnostic","ND2",4.5,4,5,4,5,58,"alex","diagnostic","NA",4.5,31,1,"MTurk",1,2
"R_3qlgYF0DKilt9sU",5,6,6,6,83,"sam","diagnostic","NA",5.75,6,7,7,6,87,"robin","non-diagnostic","ND1",6.5,6,6,6,6,85,"francis","non-diagnostic","ND2",6,6,7,6,7,92,"alex","diagnostic","NA",6.5,34,2,"MTurk",7,2
"R_1OwZqMyu6QdH1LI",7,6,7,6,90,"sam","diagnostic","NA",6.5,7,6,7,6,90,"robin","non-diagnostic","ND1",6.5,6,7,6,7,80,"francis","non-diagnostic","ND2",6.5,7,6,7,6,90,"alex","diagnostic","NA",6.5,32,2,"MTurk",1,5
"R_1jUJGdOgw4OvTw0",7,6,6,7,85,"sam","diagnostic","NA",6.5,6,6,6,6,84,"robin","non-diagnostic","ND1",6,6,5,6,6,88,"francis","diagnostic","NA",5.75,7,6,6,6,79,"alex","non-diagnostic","ND2",6.25,38,1,"MTurk",7,5
"R_2rqlfDriD6f9X4i",7,7,7,7,95,"sam","diagnostic","NA",7,7,7,7,7,90,"robin","non-diagnostic","ND1",7,7,7,7,7,90,"francis","non-diagnostic","ND2",7,7,7,7,7,91,"alex","diagnostic","NA",7,38,1,"MTurk",7,2
"R_24HHhODDjdodEBn",6,7,5,6,86,"sam","diagnostic","NA",6,5,6,4,7,79,"robin","non-diagnostic","ND1",5.5,5,6,7,7,92,"francis","non-diagnostic","ND2",6.25,6,5,7,7,84,"alex","diagnostic","NA",6.25,30,2,"MTurk",7,2
"R_322PkULn5qVmylk",5,5,6,5,69,"sam","diagnostic","NA",5.25,6,5,4,6,70,"robin","diagnostic","NA",5.25,4,5,7,6,75,"francis","non-diagnostic","ND2",5.5,4,5,6,4,73,"alex","non-diagnostic","ND1",4.75,45,1,"MTurk",7,2
"R_2fv2MjZwrnpX3x5",7,7,7,7,100,"sam","diagnostic","NA",7,7,7,7,7,100,"robin","non-diagnostic","ND1",7,7,7,7,7,100,"francis","diagnostic","NA",7,7,7,7,7,100,"alex","non-diagnostic","ND2",7,30,1,"MTurk",7,2
"R_2vhRLJASea5SK52",7,7,6,7,100,"sam","diagnostic","NA",6.75,6,7,6,6,88,"robin","non-diagnostic","ND1",6.25,6,6,7,7,90,"francis","diagnostic","NA",6.5,7,6,7,7,96,"alex","non-diagnostic","ND2",6.75,35,2,"MTurk",7,2
"R_2gFserzQKyqFHlD",6,7,6,7,100,"sam","diagnostic","NA",6.5,7,7,6,7,100,"robin","diagnostic","NA",6.75,7,6,7,7,100,"francis","non-diagnostic","ND2",6.75,7,6,7,7,100,"alex","non-diagnostic","ND1",6.75,30,1,"MTurk",NA,2
"R_3fW76HcJOMFArYp",6,7,6,6,95,"sam","diagnostic","NA",6.25,6,7,6,7,92,"robin","non-diagnostic","ND1",6.5,6,6,7,6,91,"francis","diagnostic","NA",6.25,6,7,6,7,86,"alex","non-diagnostic","ND2",6.5,24,1,"MTurk",7,2
"R_sUzKhdBNLYUt68x",5,4,6,4,79,"sam","diagnostic","NA",4.75,6,5,4,7,39,"robin","non-diagnostic","ND1",5.5,6,4,6,5,62,"francis","non-diagnostic","ND2",5.25,6,4,5,6,81,"alex","diagnostic","NA",5.25,42,1,"MTurk",7,2
"R_2tEw8qPjAe4BGUH",7,6,7,6,81,"sam","diagnostic","NA",6.5,7,6,6,7,83,"robin","non-diagnostic","ND1",6.5,6,7,6,7,71,"francis","non-diagnostic","ND2",6.5,7,6,7,6,84,"alex","diagnostic","NA",6.5,30,2,"MTurk",7,3
"R_2BlN7goK3AeEOb2",5,6,7,5,84,"sam","diagnostic","NA",5.75,5,6,5,5,74,"robin","non-diagnostic","ND1",5.25,7,7,6,6,81,"francis","diagnostic","NA",6.5,6,7,5,6,90,"alex","non-diagnostic","ND2",6,32,1,"MTurk",7,5
"R_wYv32wq7IR178Qh",5,6,7,7,86,"sam","diagnostic","NA",6.25,6,7,6,7,93,"robin","diagnostic","NA",6.5,7,6,7,6,94,"francis","non-diagnostic","ND2",6.5,7,6,7,6,96,"alex","non-diagnostic","ND1",6.5,47,2,"MTurk",1,5
"R_1LpdfVbOEOxz5jE",7,7,7,6,85,"sam","diagnostic","NA",6.75,7,7,5,3,90,"robin","non-diagnostic","ND1",5.5,5,7,6,4,70,"francis","diagnostic","NA",5.5,7,7,7,7,82,"alex","non-diagnostic","ND2",7,31,2,"MTurk",7,2
"R_10UGVvr65EsmHJf",7,7,7,7,100,"sam","diagnostic","NA",7,7,7,7,7,100,"robin","non-diagnostic","ND1",7,7,7,7,7,100,"francis","diagnostic","NA",7,6,6,6,6,100,"alex","non-diagnostic","ND2",6,29,1,"MTurk",7,2
"R_3qK9DPVw7qLWnrx",6,7,6,7,92,"sam","diagnostic","NA",6.5,6,7,7,6,88,"robin","non-diagnostic","ND1",6.5,7,7,6,7,96,"francis","diagnostic","NA",6.75,7,5,7,6,85,"alex","non-diagnostic","ND2",6.25,63,2,"MTurk",7,2
"R_1qfX2j0DbubD7IR",4,7,6,5,71,"sam","diagnostic","NA",5.5,7,5,6,6,79,"robin","non-diagnostic","ND1",6,7,7,6,6,72,"francis","non-diagnostic","ND2",6.5,7,5,6,6,64,"alex","diagnostic","NA",6,25,2,"MTurk",7,2
"R_1f2bUbqCEsUGpwB",7,4,7,4,94,"sam","diagnostic","NA",5.5,2,6,4,5,81,"robin","non-diagnostic","ND1",4.25,4,6,3,5,92,"francis","diagnostic","NA",4.5,1,4,2,6,64,"alex","non-diagnostic","ND2",3.25,24,1,"MTurk",7,4
"R_3FWCgoTijJvY7Zp",4,6,5,7,67,"sam","diagnostic","NA",5.5,4,6,7,5,77,"robin","non-diagnostic","ND1",5.5,4,6,5,7,75,"francis","non-diagnostic","ND2",5.5,5,6,7,5,68,"alex","diagnostic","NA",5.75,24,2,"MTurk",7,1
"R_1jAQRLmtaMhy6az",5,5,3,1,77,"sam","diagnostic","NA",3.5,7,3,4,5,86,"robin","non-diagnostic","ND1",4.75,6,4,2,7,77,"francis","non-diagnostic","ND2",4.75,4,4,3,2,78,"alex","diagnostic","NA",3.25,24,1,"MTurk",7,4
"R_01bQw6KHbVJJK5b",5,7,6,5,82,"sam","diagnostic","NA",5.75,5,7,5,7,73,"robin","non-diagnostic","ND1",6,6,6,4,7,81,"francis","non-diagnostic","ND2",5.75,6,7,5,7,82,"alex","diagnostic","NA",6.25,30,2,"MTurk",7,2
"R_doMSH78NRi0rZN7",5,6,7,5,92,"sam","diagnostic","NA",5.75,6,7,4,6,87,"robin","non-diagnostic","ND1",5.75,5,6,7,5,81,"francis","diagnostic","NA",5.75,5,6,7,6,88,"alex","non-diagnostic","ND2",6,25,2,"MTurk",7,2
"R_1d0TYfWfk3Jw20P",4,7,1,1,79,"sam","diagnostic","NA",3.25,5,3,3,3,67,"robin","non-diagnostic","ND1",3.5,2,6,3,5,80,"francis","diagnostic","NA",4,7,7,1,1,75,"alex","non-diagnostic","ND2",4,26,1,"MTurk",7,2
"R_9oZm7TWw5ZZh7ep",4,5,6,7,86,"sam","diagnostic","NA",5.5,4,5,6,7,79,"robin","non-diagnostic","ND1",5.5,4,5,6,7,77,"francis","non-diagnostic","ND2",5.5,5,6,7,6,83,"alex","diagnostic","NA",6,25,1,"MTurk",7,5
"R_3P5D0mBx2tlRDE8",4,5,6,4,64,"sam","diagnostic","NA",4.75,5,4,6,5,75,"robin","non-diagnostic","ND1",5,7,5,7,6,90,"francis","diagnostic","NA",6.25,6,5,7,4,65,"alex","non-diagnostic","ND2",5.5,32,1,"MTurk",7,5
"R_2uBNjSyVldqBors",7,1,1,5,79,"sam","diagnostic","NA",3.5,1,4,6,7,73,"robin","non-diagnostic","ND1",4.5,3,2,7,2,74,"francis","diagnostic","NA",3.5,6,3,4,5,74,"alex","non-diagnostic","ND2",4.5,25,1,"MTurk",7,4
"R_2ASxhKuAjmbCNJG",5,5,4,5,76,"sam","diagnostic","NA",4.75,5,6,5,3,91,"robin","non-diagnostic","ND1",4.75,5,6,7,6,79,"francis","non-diagnostic","ND2",6,5,6,5,6,73,"alex","diagnostic","NA",5.5,25,1,"MTurk",7,5
"R_1Cl7lm6BxiwJ1U3",6,6,7,7,94,"sam","diagnostic","NA",6.5,6,6,6,7,84,"robin","non-diagnostic","ND1",6.25,5,5,6,7,91,"francis","non-diagnostic","ND2",5.75,5,6,7,7,87,"alex","diagnostic","NA",6.25,25,1,"MTurk",1,5
"R_1jDoHwG1vMZUBms",6,7,6,7,91,"sam","diagnostic","NA",6.5,7,6,7,7,91,"robin","non-diagnostic","ND1",6.75,6,7,7,7,93,"francis","non-diagnostic","ND2",6.75,6,7,6,7,92,"alex","diagnostic","NA",6.5,31,2,"MTurk",7,5
"R_1je1JiPgTxr6aK1",5,4,1,7,74,"sam","diagnostic","NA",4.25,3,6,2,2,93,"robin","diagnostic","NA",3.25,6,1,2,5,69,"francis","non-diagnostic","ND2",3.5,1,6,4,7,71,"alex","non-diagnostic","ND1",4.5,24,1,"MTurk",7,NA
"R_2anlmd9MptVWkxy",7,7,4,7,90,"sam","diagnostic","NA",6.25,7,7,7,7,91,"robin","non-diagnostic","ND1",7,7,7,7,7,90,"francis","non-diagnostic","ND2",7,7,7,7,7,89,"alex","diagnostic","NA",7,52,1,"MTurk",7,2
"R_e9VQVRbfR5huWCB",7,5,7,6,94,"sam","diagnostic","NA",6.25,7,5,7,6,100,"robin","non-diagnostic","ND1",6.25,7,5,7,6,94,"francis","non-diagnostic","ND2",6.25,6,7,6,7,100,"alex","diagnostic","NA",6.5,30,1,"MTurk",7,2
"R_UVXDg82aYSSpGsV",1,1,3,4,72,"sam","diagnostic","NA",2.25,5,3,5,5,81,"robin","non-diagnostic","ND1",4.5,7,4,6,5,78,"francis","diagnostic","NA",5.5,1,7,6,2,70,"alex","non-diagnostic","ND2",4,25,1,"MTurk",7,4
"R_u1Am4AsWCh8407f",2,5,4,7,61,"sam","diagnostic","NA",4.5,5,5,6,7,61,"robin","non-diagnostic","ND1",5.75,7,2,7,3,59,"francis","non-diagnostic","ND2",4.75,2,5,4,5,63,"alex","diagnostic","NA",4,29,1,"MTurk",1,2
"R_1gjxcNa4a17dwoo",7,6,5,6,69,"sam","diagnostic","NA",6,6,5,6,5,79,"robin","diagnostic","NA",5.5,6,5,6,5,77,"francis","non-diagnostic","ND2",5.5,5,6,5,6,80,"alex","non-diagnostic","ND1",5.5,25,1,"MTurk",7,NA
"R_1BXW2C99HmVAW0p",6,5,6,6,75,"sam","diagnostic","NA",5.75,5,5,6,6,60,"robin","non-diagnostic","ND1",5.5,6,5,5,5,60,"francis","diagnostic","NA",5.25,5,5,3,4,50,"alex","non-diagnostic","ND2",4.25,27,2,"MTurk",7,2
"R_2npGB07MXdFRCEN",3,1,4,6,72,"sam","diagnostic","NA",3.5,5,7,1,7,73,"robin","non-diagnostic","ND1",5,4,3,1,6,83,"francis","non-diagnostic","ND2",3.5,3,6,2,4,68,"alex","diagnostic","NA",3.75,30,1,"MTurk",7,2
"R_8GlNpKQUVwlY1fH",6,2,6,1,58,"sam","diagnostic","NA",3.75,6,3,7,5,55,"robin","non-diagnostic","ND1",5.25,1,5,2,4,61,"francis","diagnostic","NA",3,6,2,7,1,55,"alex","non-diagnostic","ND2",4,29,1,"MTurk",2,2
"R_3I48P0k9O6qZgVt",1,7,4,4,64,"sam","diagnostic","NA",4,4,1,1,7,86,"robin","non-diagnostic","ND1",3.25,3,3,4,2,100,"francis","non-diagnostic","ND2",3,2,1,4,6,78,"alex","diagnostic","NA",3.25,30,1,"MTurk",7,2
"R_u3uyS2iFR9uWZR7",6,7,6,6,63,"sam","diagnostic","NA",6.25,6,7,6,6,79,"robin","non-diagnostic","ND1",6.25,7,6,6,6,82,"francis","non-diagnostic","ND2",6.25,6,7,6,7,83,"alex","diagnostic","NA",6.5,61,2,"MTurk",7,2
"R_Rz67FOauslb2NrP",1,4,6,4,76,"sam","diagnostic","NA",3.75,4,2,4,4,98,"robin","diagnostic","NA",3.5,1,2,5,2,100,"francis","non-diagnostic","ND2",2.5,6,5,2,6,66,"alex","non-diagnostic","ND1",4.75,30,1,"MTurk",7,2
"R_3dZbPQCcJZUAKan",7,5,6,6,77,"sam","diagnostic","NA",6,6,4,6,6,76,"robin","non-diagnostic","ND1",5.5,7,6,6,5,68,"francis","diagnostic","NA",6,6,4,5,7,81,"alex","non-diagnostic","ND2",5.5,25,1,"MTurk",7,2
"R_3NPNfL51aUaTqJC",3,4,5,7,79,"sam","diagnostic","NA",4.75,4,5,5,7,79,"robin","non-diagnostic","ND1",5.25,4,5,6,7,77,"francis","non-diagnostic","ND2",5.5,4,5,6,7,70,"alex","diagnostic","NA",5.5,25,1,"MTurk",1,5
"R_3MDwyy4MBzd3Q4C",7,6,5,5,58,"sam","diagnostic","NA",5.75,5,4,3,4,68,"robin","non-diagnostic","ND1",4,7,6,5,5,53,"francis","non-diagnostic","ND2",5.75,7,6,5,7,58,"alex","diagnostic","NA",6.25,40,1,"MTurk",2,2
"R_qVjISKVoFgbvD3P",5,4,5,7,73,"sam","diagnostic","NA",5.25,6,5,4,5,78,"robin","non-diagnostic","ND1",5,6,4,5,5,81,"francis","non-diagnostic","ND2",5,5,3,5,5,83,"alex","diagnostic","NA",4.5,25,1,"MTurk",7,5
"R_9WApF57zl0Ou6TD",7,6,7,7,88,"sam","diagnostic","NA",6.75,6,5,6,7,85,"robin","non-diagnostic","ND1",6,7,5,6,7,81,"francis","diagnostic","NA",6.25,7,6,5,6,86,"alex","non-diagnostic","ND2",6,25,1,"MTurk",7,2
"R_2aCxQcSz4m8bvw7",7,6,7,6,68,"sam","diagnostic","NA",6.5,6,6,7,5,68,"robin","diagnostic","NA",6,6,6,5,6,71,"francis","non-diagnostic","ND2",5.75,5,5,6,6,85,"alex","non-diagnostic","ND1",5.5,25,2,"MTurk",NA,2
"R_1IFoMitYaqHZvq0",4,3,2,3,81,"sam","diagnostic","NA",3,4,2,3,2,89,"robin","non-diagnostic","ND1",2.75,4,5,6,5,85,"francis","non-diagnostic","ND2",5,5,2,3,2,83,"alex","diagnostic","NA",3,25,1,"MTurk",7,5
